id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
ECH0603,Ecuador,Chimborazo,Colta,,2020-03-30,0.0,,,52.34820006,51353.58426,7769.4635480000015,0.1512935,-78.84406541,-1.815744463,57.95816327,41.8652778,190.4081633,93.52,72.66,75.89,50.0
ECH0604,Ecuador,Chimborazo,Chambo,,2020-03-30,0.0,,,71.81024955,13859.37816,1438.176181,0.10376917,-78.53915286,-1.758820889,63.13020833,45.5938479,183.1197917,93.52,72.66,75.89,50.0
ECH0605,Ecuador,Chimborazo,Chunchi,,2020-03-30,0.0,,,45.75869469,14505.50622,2007.351375,0.13838547,-78.90544657,-2.334509392,97.52848101,55.05469043,198.1582278,93.52,72.66,75.89,50.0
ECH0606,Ecuador,Chimborazo,Guamote,,2020-03-30,0.0,,,36.58551765,51951.43507,4065.491695,0.078255616,-78.63859907,-2.038737066,98.72249474,88.05672603,421.9978977,93.52,72.66,75.89,50.0
ECH0607,Ecuador,Chimborazo,Guano,,2020-03-30,0.0,,,93.07208917,49979.71188,5829.305542,0.11663344,-78.68193888,-1.5600158869999998,33.32342007,24.11328191,141.1486989,93.52,72.66,75.89,50.0
ECH0608,Ecuador,Chimborazo,Pallatanga,,2020-03-30,0.0,,,29.99819965,13379.19704,1640.603713,0.12262348,-78.93029951,-2.017025535,114.0674157,67.02587502,262.25168540000004,93.52,72.66,75.89,50.0
ECH0609,Ecuador,Chimborazo,Penipe,,2020-03-30,0.0,,,18.08936483,7687.9800540000015,1586.193272,0.20632119,-78.44992871,-1.5664217580000002,184.22325580000003,134.2086457,249.5767442,93.52,72.66,75.89,50.0
ECH0610,Ecuador,Chimborazo,Cumanda,,2020-03-30,0.0,,,78.05799543,14518.78715,1200.823617,0.082708262,-79.05098586,-2.205088281,102.4891304,50.4443573,148.9891304,93.52,72.66,75.89,50.0
ECI1001,Ecuador,Imbabura,Ibarra,,2020-03-30,0.0,,,165.4781676,213135.8798,21936.774,0.10292389,-78.08674157,0.329279117,73.3601859,53.11295174,172.59178930000004,93.52,72.66,75.89,50.0
ECI1002,Ecuador,Imbabura,Antonio Ante,,2020-03-30,0.0,,,541.0471945,50858.43629,5068.125088000002,0.099651612,-78.21790953,0.325917809,10.35106383,7.771942432,39.11702128,93.52,72.66,75.89,50.0
ECI1003,Ecuador,Imbabura,Cotacachi,,2020-03-30,0.0,,,25.62575346,54377.84884,5447.602886,0.10018055,-78.74498578,0.318427928,230.9962246,124.2156545,427.2642756,93.52,72.66,75.89,50.0
ECI1004,Ecuador,Imbabura,Otavalo,,2020-03-30,0.0,,,210.6337068,122167.5499,11074.09619,0.090646788,-78.24643946,0.212887438,49.68502582,38.90396854,171.28399309999998,93.52,72.66,75.89,50.0
ECI1005,Ecuador,Imbabura,Pimampiro,,2020-03-30,0.0,,,29.60240698,15422.85403,2094.739492,0.13582048,-77.93434053,0.288425042,142.5096154,86.32832181,269.7788462,93.52,72.66,75.89,50.0
ECI1006,Ecuador,Imbabura,San Miguel De Urcuqui,,2020-03-30,0.0,,,20.69340969,18561.98849,2306.12968,0.12423936,-78.31666846,0.567080757,178.6046771,116.0573709,374.5857461,93.52,72.66,75.89,50.0
ECL1101,Ecuador,Loja,Loja,,2020-03-30,6.0,,,108.3805501,240713.2018,19909.49275,0.08271043,-79.43476089,-3.847080383,86.52246181,77.46877496,188.6284816,93.52,72.66,75.89,50.0
ECL1102,Ecuador,Loja,Calvas,,2020-03-30,0.0,,,31.98109645,31437.417810000006,4381.976154,0.13938728,-79.60399807,-4.3372681339999986,80.68399592,20.51612005,107.6687054,93.52,72.66,75.89,50.0
ECL1103,Ecuador,Loja,Catamayo,,2020-03-30,0.0,,,45.13006031,34659.88632,3755.646947,0.10835716,-79.40320337,-3.96141736,46.46124031,35.28430825,129.1847545,93.52,72.66,75.89,50.0
ECL1104,Ecuador,Loja,Celica,,2020-03-30,0.0,,,26.54634055,16193.26774,2010.212202,0.12413877,-80.02957108,-4.167710903,77.43973941,15.17415276,75.86482085,93.52,72.66,75.89,50.0
ECL1105,Ecuador,Loja,Chaguarpamba,,2020-03-30,0.0,,,22.08044942,8147.685837000001,1393.526244,0.17103338,-79.67052290000002,-3.853277468,59.23035229999999,29.09797323,120.98915990000002,93.52,72.66,75.89,50.0
ECL1106,Ecuador,Loja,Espindola,,2020-03-30,0.0,,,27.16039154,16404.876490000002,2383.486825,0.14529136,-79.41129123,-4.546943342,142.1976936,106.1040785,182.2932455,93.52,72.66,75.89,50.0
ECL1107,Ecuador,Loja,Gonzanama,,2020-03-30,0.0,,,17.47276745,14327.66931,2715.788675,0.18954854,-79.45608901,-4.159512386,60.51522534,42.14662425,224.3483557,93.52,72.66,75.89,50.0
ECL1108,Ecuador,Loja,Macara,,2020-03-30,0.0,,,31.00427806,20865.87914,2492.607971,0.11945856,-79.94583411,-4.304373728,100.6957164,33.3014747,151.1462334,93.52,72.66,75.89,50.0
ECL1109,Ecuador,Loja,Paltas,,2020-03-30,0.0,,,19.78819859,26773.43269,4305.559359000001,0.16081461,-79.75902502,-4.013053759,81.02137067,38.02837026,176.9285188,93.52,72.66,75.89,50.0
ECL1110,Ecuador,Loja,Puyango,,2020-03-30,0.0,,,23.25084835,17368.383719999998,2011.146491,0.11579353,-80.07222509,-3.97459583,85.08724832,32.43102268,153.6375839,93.52,72.66,75.89,50.0
ECL1111,Ecuador,Loja,Saraguro,,2020-03-30,0.0,,,26.79116132,33997.98372,3821.031461,0.11238994,-79.296993,-3.569930325,89.19051383,47.29233898,187.4355731,93.52,72.66,75.89,50.0
ECL1112,Ecuador,Loja,Sozoranga,,2020-03-30,0.0,,,17.19511362,8322.43499,1361.4050960000004,0.16358255,-79.83262885,-4.238104686000002,97.98329854,33.39157137,186.6722338,93.52,72.66,75.89,50.0
ECL1113,Ecuador,Loja,Zapotillo,,2020-03-30,0.0,,,10.05105058,14443.35969,1605.159395,0.11113477,-80.39101859,-4.39206818,132.6996491,58.2229723,359.4238596,93.52,72.66,75.89,50.0
ECL1114,Ecuador,Loja,Pindal,,2020-03-30,0.0,,,40.2206938,9532.304431,986.9861988,0.1035412,-80.1312723,-4.093127476,71.99156118,18.70831968,127.6540084,93.52,72.66,75.89,50.0
ECL1115,Ecuador,Loja,Quilanga,,2020-03-30,0.0,,,17.84302331,4942.517458,923.0777117,0.18676266,-79.38329729,-4.343351136,85.46931408,55.71823829,202.433213,93.52,72.66,75.89,50.0
ECL1116,Ecuador,Loja,Olmedo,,2020-03-30,0.0,,,40.51320654,5347.743263,1003.713827,0.18768923,-79.59704718,-3.936430173,41.4,19.16682371,90.21538462,93.52,72.66,75.89,50.0
ECM1301,Ecuador,Manabi,Portoviejo,,2020-03-30,0.0,,,289.3393517,327821.4854,25057.84584,0.07643747299999999,-80.36432228,-1.04108302,15.36331256,14.46189774,113.9715049,93.52,72.66,75.89,50.0
ECM1302,Ecuador,Manabi,Bolivar,,2020-03-30,0.0,,,75.72977627,47558.2995,4159.781229,0.087466985,-80.03392472,-0.909541046,48.72972973,34.21822692,209.5294118,93.52,72.66,75.89,50.0
ECM1303,Ecuador,Manabi,Chone,,2020-03-30,0.0,,,41.59374273,148656.0365,11533.81504,0.077587262,-80.11054044,-0.572697738,43.41233948,31.0318185,227.7959241,93.52,72.66,75.89,50.0
ECM1304,Ecuador,Manabi,El Carmen,,2020-03-30,0.0,,,63.61921394,130228.5309,8132.998823999998,0.062451743,-79.57119085,-0.435953087,37.42578125,28.29272387,177.7285156,93.52,72.66,75.89,50.0
ECM1305,Ecuador,Manabi,Flavio Alfaro,,2020-03-30,0.0,,,18.59672923,29457.2191,1935.051344,0.065690227,-79.81738606,-0.325030389,74.92793932,59.51621866,264.2408344,93.52,72.66,75.89,50.0
ECM1306,Ecuador,Manabi,Jipijapa,,2020-03-30,0.0,,,48.49288504,83262.28362,10600.33476,0.12731257,-80.59088025,-1.445441291,39.73169303,32.65431645,192.1528998,93.52,72.66,75.89,50.0
ECM1307,Ecuador,Manabi,Junin,,2020-03-30,0.0,,,77.11043448,22439.13643,2184.848554,0.097367764,-80.19533893,-0.941620318,29.34353742,12.10830018,87.86054422,93.52,72.66,75.89,50.0
ECM1308,Ecuador,Manabi,Manta,,2020-03-30,0.0,,,740.0134904,255304.6542,16223.941680000002,0.06354738,-80.80345367,-1.02714727,10.97633136,11.72564806,87.45266272,93.52,72.66,75.89,50.0
ECM1309,Ecuador,Manabi,Montecristi,,2020-03-30,0.0,,,94.94968457,83650.6721,5272.298663000001,0.06302756799999999,-80.69647086,-1.126840248,21.02181401,19.02984885,168.28817450000003,93.52,72.66,75.89,50.0
ECM1310,Ecuador,Manabi,Pajan,,2020-03-30,0.0,,,34.17794923,43645.24117,5555.388792,0.12728509,-80.39784333,-1.661700947,66.16953125,49.71720231,204.6257813,93.52,72.66,75.89,50.0
ECM1311,Ecuador,Manabi,Pichincha,,2020-03-30,0.0,,,28.43472171,35799.31464,2437.939839,0.06810018400000001,-79.76448907,-0.801582127,89.04375497,58.50034434,251.4327765,93.52,72.66,75.89,50.0
ECM1312,Ecuador,Manabi,Rocafuerte,,2020-03-30,0.0,,,121.7008774,39065.98165,3386.299241,0.08668153699999999,-80.40582395,-0.905704589,14.42857143,9.744377791,92.19565217,93.52,72.66,75.89,50.0
ECM1313,Ecuador,Manabi,Santa Ana,,2020-03-30,0.0,,,46.31273184,55482.65275,4525.144375,0.081559628,-80.21235857,-1.196131565,41.42131557,37.86836661,221.1457119,93.52,72.66,75.89,50.0
ECM1314,Ecuador,Manabi,Sucre,,2020-03-30,0.0,,,75.05397647,59517.80334,5326.946653,0.089501739,-80.42880657,-0.743114133,33.67553866,18.06884947,153.26996200000005,93.52,72.66,75.89,50.0
ECM1315,Ecuador,Manabi,Tosagua,,2020-03-30,0.0,,,103.2186226,45416.19395,3909.317038,0.08607760099999999,-80.27130473,-0.7800606990000001,17.04072398,11.83364154,106.8280543,93.52,72.66,75.89,50.0
ECM1316,Ecuador,Manabi,Veinticuatro De Mayo,,2020-03-30,0.0,,,54.71227605,33648.04977,4457.714807,0.13248064,-80.37483353,-1.3829462890000002,34.78733766,33.77968771,223.87662340000003,93.52,72.66,75.89,50.0
ECM1317,Ecuador,Manabi,Pedernales,,2020-03-30,0.0,,,28.22800637,63004.91021,3304.217786,0.052443814000000005,-79.89259702,0.095177247,122.2524797,58.25332566,298.11992789999994,93.52,72.66,75.89,50.0
ECM1318,Ecuador,Manabi,Olmedo,,2020-03-30,0.0,,,39.14856244,11705.42017,1152.560929,0.098463863,-80.21353266,-1.36142379,54.68896321,35.80213037,208.94648830000003,93.52,72.66,75.89,50.0
ECM1319,Ecuador,Manabi,Puerto Lopez,,2020-03-30,0.0,,,44.79703773,22712.09813,1494.971856,0.065822713,-80.75066709,-1.563571587,71.26166329,40.25107892,169.7058824,93.52,72.66,75.89,50.0
ECM1320,Ecuador,Manabi,Jama,,2020-03-30,0.0,,,39.79871111,26824.33129,1390.945314,0.051853869,-80.23060595,-0.221445655,67.88938715,16.83075883,144.4349776,93.52,72.66,75.89,50.0
ECM1321,Ecuador,Manabi,Jaramijo,,2020-03-30,0.0,,,195.3668711,22076.45643,1081.243217,0.048977207,-80.60366363,-0.975674704,7.981818182,9.929996783,96.19090909,93.52,72.66,75.89,50.0
ECM1322,Ecuador,Manabi,San Vicente,,2020-03-30,0.0,,,29.76836585,24797.04875,2421.313119,0.097645216,-80.35920979,-0.47750891,40.76715686,15.68165328,124.8210784,93.52,72.66,75.89,50.0
ECN1501,Ecuador,Napo,Tena,,2020-03-30,0.0,,,21.90924064,99949.9558,4350.811298,0.043529898,-77.37965936,-0.990224309,346.085758,266.020579,634.5646467,93.52,72.66,75.89,50.0
ECN1503,Ecuador,Napo,Archidona,,2020-03-30,0.0,,,11.88331624,42078.82282,2060.237097,0.048961375,-77.72789968,-0.7327937990000001,317.9133258,277.0306546,801.8997741000002,93.52,72.66,75.89,50.0
ECN1504,Ecuador,Napo,El Chaco,,2020-03-30,0.0,,,3.275150566,13392.09067,876.6184902000001,0.065457925,-77.67255694,-0.251041638,562.8702346,537.7780462999998,1275.581378,93.52,72.66,75.89,50.0
ECN1507,Ecuador,Napo,Quijos,,2020-03-30,0.0,,,5.57986552,10345.07067,781.2401679999998,0.075518109,-77.90764328,-0.521307266,273.4889369,259.72515780000003,825.9384781,93.52,72.66,75.89,50.0
ECN1509,Ecuador,Napo,Carlos Julio Arosemena Tola,,2020-03-30,0.0,,,10.41907496,6074.320701,429.6536071,0.07073278,-77.93998708,-1.164076244,437.1132075,268.328979,411.57804460000006,93.52,72.66,75.89,50.0
ECO0701,Ecuador,El Oro,Machala,,2020-03-30,1.0,,,727.834668,276577.1739,18181.231880000007,0.065736562,-79.94443049,-3.321131292,18.16710875,19.05516029,80.78779841,93.52,72.66,75.89,50.0
ECO0702,Ecuador,El Oro,Arenillas,,2020-03-30,0.0,,,35.33002931,33280.887610000005,2616.01632,0.078604162,-80.08943161,-3.5997735260000003,35.39490446,22.37636579,95.51804671,93.52,72.66,75.89,50.0
