id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
PEAMA010515,Peru,Amazonas,Luya,Providencia,2021-04-27,0.0,,,10.03093147,1344.144775,130.53138729999998,0.097111106,-78.29184723,-6.307564735,384.76297,150.4296875,343.903717,75.93,70.42,73.33,50.0
PEAMA010516,Peru,Amazonas,Luya,San Cristobal,2021-04-27,0.0,,,14.21827316,625.6040039,60.16395569,0.09616939,-77.96340942,-6.084156513,129.2682953,42.33342361,295.0487671,75.93,70.42,73.33,50.0
PEAMA010518,Peru,Amazonas,Luya,San Jeronimo,2021-04-27,0.0,,,6.544508457,1636.127075,134.9946289,0.08250864599999999,-78.04577637,-6.004609585,251.360321,142.2267456,488.578949,75.93,70.42,73.33,50.0
PEAMA010520,Peru,Amazonas,Luya,Santa Catalina,2021-04-27,0.0,,,11.05330753,2078.021973,201.0851898,0.096767597,-78.09351349,-6.056969643,440.8153992,206.3025055,575.8051147000001,75.93,70.42,73.33,50.0
PEAMA010521,Peru,Amazonas,Luya,Santo Tomas,2021-04-27,0.0,,,27.99771309,3051.750732,296.5237427,0.097165123,-77.89247894,-6.569058895,164.5272675,103.2072983,542.5090942,75.93,70.42,73.33,50.0
PEAMA010522,Peru,Amazonas,Luya,Tingo,2021-04-27,0.0,,,10.54190063,1349.363281,130.9014587,0.0970098,-77.94352722,-6.386864185,109.46875,47.01858139,294.015625,75.93,70.42,73.33,50.0
PEAMA010523,Peru,Amazonas,Luya,Trita,2021-04-27,0.0,,,83.54055023,1169.567749,113.7230301,0.097235091,-77.98114014,-6.156472206,118.625,23.49176407,207.375,75.93,70.42,73.33,50.0
PEAMA010602,Peru,Amazonas,Rodriguez De Mendoza,Chirimoto,2021-04-27,0.0,,,10.78885078,1877.26001,177.27584840000003,0.094433293,-77.42001343,-6.54747057,420.3314209,285.3540955,492.6457214,75.93,70.42,73.33,50.0
PEAMA010603,Peru,Amazonas,Rodriguez De Mendoza,Cochamal,2021-04-27,0.0,,,3.034098387,646.2629394999999,59.76265717,0.092474215,-77.66545105,-6.386218071,445.4647827,211.0587158,479.1831055,75.93,70.42,73.33,50.0
PEAMA010604,Peru,Amazonas,Rodriguez De Mendoza,Huambo,2021-04-27,0.0,,,18.99356079,1728.41394,163.2521515,0.094452001,-77.53056335,-6.435571671,171.2795715,45.64718628,140.1720428,75.93,70.42,73.33,50.0
PEAMA010605,Peru,Amazonas,Rodriguez De Mendoza,Limabamba,2021-04-27,0.0,,,4.960903168,3596.655029,338.3834839,0.094082832,-77.57603455,-6.553079127999999,814.1256714,478.4375305,770.1726685,75.93,70.42,73.33,50.0
PEAMA010606,Peru,Amazonas,Rodriguez De Mendoza,Longar,2021-04-27,0.0,,,12.22878647,1186.192383,111.8934937,0.094329968,-77.56608582,-6.351054668,311.6458435,176.5761871,311.7604065,75.93,70.42,73.33,50.0
PEAMA010607,Peru,Amazonas,Rodriguez De Mendoza,Mariscal Benavides,2021-04-27,0.0,,,11.03117657,2592.326416,244.8424988,0.094448946,-77.48511505,-6.291663647000001,459.72995,352.5219421,472.9535828,75.93,70.42,73.33,50.0
PEAMA010609,Peru,Amazonas,Rodriguez De Mendoza,Omia,2021-04-27,0.0,,,48.83912277,12991.20605,1226.952515,0.094444849,-77.35443115,-6.4054074289999985,566.7509155,288.1961365,498.0,75.93,70.42,73.33,50.0
